video_url,page_url,discovered_at,element_tag,title,description,category,alt_text,css_classes,file_size,dimensions,tags
https://asset.eyecannndy.com/media/clip/2024/01/07/261704613976.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.639945,img,Ben Claremont - It's Time,,Technique,Ben Claremont - It's Time,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/09/261704829073.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640140,img,DJ Pone (ft. Blasé) - All I Want,,Technique,DJ Pone (ft. Blasé) - All I Want,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/09/261704837044.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640231,img,© The Mill,,Technique,© The Mill,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/04/261704342160.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640301,img,Elderbrook - Why Do We Shake In The Cold?,,Technique,Elderbrook - Why Do We Shake In The Cold?,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/04/261704341972.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640366,img,Elderbrook - Why Do We Shake In The Cold?,,Technique,Elderbrook - Why Do We Shake In The Cold?,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/04/261704341882.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640429,img,Elderbrook - Why Do We Shake In The Cold?,,Technique,Elderbrook - Why Do We Shake In The Cold?,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/04/261704341923.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640489,img,Elderbrook - Why Do We Shake In The Cold?,,Technique,Elderbrook - Why Do We Shake In The Cold?,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/05/13/261715644650.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640548,img,Oblé Reed - WESTON.,,Technique,Oblé Reed - WESTON.,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/04/261704341643.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640603,img,Elderbrook - Why Do We Shake In The Cold?,,Technique,Elderbrook - Why Do We Shake In The Cold?,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
https://asset.eyecannndy.com/media/clip/2024/01/06/261704508477.webp,https://eyecannndy.com/technique/omnidirectional,2025-09-04T12:15:54.640669,img,Clip from Mikhail Parkhomenko,,Technique,Clip from Mikhail Parkhomenko,lazy-img lazyImages1 trigger_info_ show-it,,,"Eyecandy, lazy img, trigger_info_, show it, lazyImages1"
